# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "2" "-p" "-a" "chr19.gtf" "-o" "raw_counts.txt" "sample1_sorted.bam" "sample2_sorted.bam" "control1_sorted.bam" "control2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	sample1_sorted.bam	sample2_sorted.bam	control1_sorted.bam	control2_sorted.bam
ENSMUSG00000024953	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6884065;6884074;6884074;6884118;6884214;6884434;6884434;6884434;6884434;6884610;6884610;6884610;6884610;6884610;6884910;6884910;6884910;6885350;6885350;6885350;6885350;6886827;6886827;6886827;6886827	6884495;6884319;6884319;6884319;6884319;6884495;6884495;6884495;6884488;6884648;6884648;6884648;6884648;6885484;6885041;6885041;6885041;6885484;6885669;6885484;6885484;6886985;6887474;6886898;6887346	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2139	2631	3393	4102	4139
ENSMUSG00000038812	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6887066;6887115;6887322;6887521;6887532;6887731;6887731;6887731;6887952;6887952;6887952;6887952;6888120;6888120;6888120	6887223;6887630;6887630;6887832;6887630;6887832;6887832;6887832;6888041;6888396;6888041;6888041;6888202;6888396;6888417	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1233	577	571	698	675
ENSMUSG00000024955	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6888345;6888345;6888346;6889723;6889723;6889723;6889820;6890084;6890084;6890084;6890084;6890133;6891188;6891188;6891188;6891188;6891188;6891447;6891447;6891447;6891447;6895425;6897431;6897431;6897431;6898383;6898990;6898990;6898990;6898990;6898990	6889378;6889378;6889378;6889992;6889992;6889992;6889992;6890251;6890251;6890251;6890251;6890251;6891316;6891316;6891316;6891316;6891316;6891660;6891563;6891563;6891563;6897767;6897767;6897767;6897767;6898419;6899135;6899181;6899129;6899176;6899208	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4414	66	131	199	183
ENSMUSG00000098413	19	6891564	6891654	-	91	0	0	0	0
ENSMUSG00000050623	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6899739;6899791;6899791;6899792;6899798;6899798;6899848;6899848;6899848;6900669;6900669;6900669;6900669;6900669;6900669;6900669;6900669;6900860;6900891;6900891;6900891;6900891;6900891;6902162;6902162;6902162;6902162;6902162;6902162;6902162;6902162;6902162;6902367;6902660;6902660;6902660	6900028;6900028;6900028;6900028;6900028;6900028;6900028;6900028;6900028;6900735;6900735;6900735;6900735;6900735;6900967;6900735;6900735;6900967;6900967;6901053;6900967;6900967;6900967;6902733;6902720;6902280;6902720;6902689;6902257;6902474;6902237;6902517;6902517;6902705;6902748;6902727	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1262	15	15	15	25
ENSMUSG00000024957	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6901334;6903030;6903427;6903438;6904279;6904459;6904459;6904459;6904986;6904986;6904986;6905362;6905362;6905362;6905462;6905650;6905650;6905667;6906085;6906481;6910071;6910071;6910071;6910071;6910071;6910071;6910519;6910519;6911716;6911716	6903743;6903743;6903743;6903743;6904405;6904598;6904598;6904598;6905172;6905172;6905172;6905522;6905522;6905522;6905522;6905776;6905776;6905776;6906559;6906559;6910195;6910336;6910336;6910245;6910336;6910336;6910922;6910834;6911881;6911883	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4465	147	228	209	283
ENSMUSG00000024958	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6915425;6915425;6915437;6915438;6915438;6915438;6915438;6915438;6915438;6915439;6915440;6915700;6916124;6916124;6916124;6916124;6916124;6916124;6916124;6916124;6916124;6916124;6916124;6916380;6916380;6916380;6916380;6916380;6916380;6916380;6916380;6916380;6916380;6916380;6916380;6916380;6916629;6916629;6916629;6916629;6916629;6916629;6916629;6916629;6916629;6916629;6916629;6916629;6916629;6916897;6916897;6916897;6916897;6916897;6916897;6916897;6916897;6916953;6917720;6917720;6917720;6917720;6917720;6917720;6917720;6917720;6917720;6917720;6917720;6917720;6917851;6917851;6917851;6917851;6917851;6918290;6918460;6918460;6918460;6918690;6919292;6919292;6919365	6915897;6915897;6915897;6915897;6915897;6915897;6915897;6915897;6916242;6915897;6915897;6915897;6916242;6916242;6916242;6916242;6916242;6916242;6916242;6916242;6916242;6916242;6916242;6916508;6916508;6916508;6916508;6916508;6916508;6916508;6916508;6916508;6916504;6916508;6916508;6916508;6916778;6916778;6916778;6916778;6916778;6916778;6916778;6916778;6916778;6916778;6917364;6916778;6916778;6917054;6917122;6917122;6917122;6917054;6917122;6917122;6917122;6917122;6917850;6918177;6917769;6917850;6917850;6917769;6917769;6918207;6917890;6917850;6917850;6917769;6918207;6918207;6918275;6918317;6918561;6918317;6918621;6918587;6918875;6918847;6919793;6919818;6919848	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3396	776	1266	1205	2019
ENSMUSG00000024959	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6919229;6919691;6919831;6919869;6919890;6919932;6920235;6920235;6920235;6920235;6920235;6920247;6927843;6928008;6928008;6928008;6928008;6928008;6928008;6928008;6928135;6928317;6928639;6928767;6928767;6928767;6928767;6929010	6919808;6919808;6919837;6919992;6919992;6920414;6920414;6920414;6920414;6920414;6920414;6920414;6928949;6928198;6929257;6928198;6928198;6928198;6928198;6928198;6928198;6928620;6929242;6929261;6929261;6928928;6929267;6929260	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2558	172	190	249	259
ENSMUSG00000024960	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6929693;6931081;6931082;6931448;6931453;6931749;6931749;6931749;6931749;6931846;6932073;6932073;6932073;6932209;6932209;6932209;6932209;6932392;6932392;6932392;6932392;6932575;6932575;6932575;6932575;6933082;6933082;6933391;6933391;6933391;6933515;6933515;6933515;6934995;6934995;6934995;6935266;6935266;6935454;6935454;6936164;6936164;6936419;6936419;6937156;6937156;6937501;6937501;6937660;6937660;6939243;6939243;6939279;6939395;6939592;6940061;6940061;6940061;6940061;6940330;6940330;6940330;6940330;6940582;6940582;6940582;6940582;6940911;6941278;6941741;6941741;6941741;6941965;6941965;6941965;6942056;6942665;6942665;6942665;6942665;6942665;6942875;6942877;6942877;6942877;6942877;6943054;6943054;6943054;6943054;6943054;6943189;6943189;6943189;6943189;6943189;6943511;6943511;6943511;6943511;6943511;6943754;6943754;6943754;6943754;6944000;6944000;6944000;6944000;6946753;6946915;6946915;6946915;6951563;6953773	6930525;6931667;6931667;6931667;6931667;6931835;6932130;6931835;6931835;6932298;6932130;6932130;6932130;6932215;6932298;6932298;6932298;6932468;6932468;6932468;6932468;6932965;6933274;6932725;6932725;6933274;6933274;6933426;6933426;6933426;6933668;6933668;6933668;6935086;6935086;6935081;6935370;6935370;6935553;6935553;6936325;6936325;6936573;6936573;6937280;6937280;6937585;6937585;6937756;6937756;6939451;6939451;6939451;6939451;6940859;6940247;6940247;6940247;6940247;6940414;6940414;6940414;6940414;6940822;6940822;6940822;6940822;6940986;6941291;6941887;6941887;6941887;6942131;6942131;6942131;6942131;6942765;6942765;6942765;6942765;6942765;6942952;6942952;6942952;6942952;6942952;6943107;6943107;6943107;6943107;6943107;6943268;6943268;6943268;6943268;6943268;6943651;6943597;6943651;6943651;6943651;6943822;6943822;6943822;6943822;6944077;6944077;6944077;6944077;6946881;6947076;6947128;6947182;6951719;6953838	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6960	333	370	276	480
ENSMUSG00000056612	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6952336;6952609;6952626;6952683;6953817;6953912;6953912;6953912;6953912;6954226;6954226;6954226;6954283;6954350;6954350;6954350	6952874;6952874;6952985;6952874;6953995;6953995;6954617;6953995;6953995;6954258;6954258;6954258;6954618;6954689;6954477;6954692	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1526	72	59	155	91
ENSMUSG00000056629	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6955109;6955112;6955115;6955379;6955379;6955379;6955758;6955758;6955758;6955758;6955926;6955926;6955926;6955926;6956341;6956341;6956341;6956341;6956682;6956682;6957762;6957762	6955302;6955302;6955302;6955414;6955414;6955414;6955804;6955804;6955804;6955804;6956038;6956038;6956038;6956038;6956545;6956509;6956509;6956545;6957233;6957618;6957869;6957808	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1640	825	1132	1236	1577
ENSMUSG00000024962	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6959841;6959841;6962729;6962729;6963173;6963173;6963389;6963389;6963658;6963658;6963762;6964142;6964142;6964142;6964720;6964720	6960235;6960235;6962964;6962863;6963208;6963208;6963462;6963462;6963854;6963854;6963854;6964508;6964184;6964184;6965019;6964997	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1605	279	377	660	785
ENSMUSG00000024963	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6965279;6965279;6965283;6965557;6965557;6966762;6966791;6966791;6966852;6966870;6967049;6967049;6967049;6967049;6968086;6968086;6968086;6968086;6969527;6969527;6969527;6969527;6969917	6965476;6965476;6965379;6965643;6965643;6967233;6966955;6966952;6966955;6966955;6967233;6967176;6967233;6967233;6968199;6968179;6968179;6968179;6969640;6969689;6969871;6969640;6969940	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1240	127	136	150	184
ENSMUSG00000037349	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6970386;6970386;6970387;6970801;6970801;6970801;6971030;6971030;6971030;6972039;6972039;6972039;6972610;6972610;6973376;6973383	6970570;6970570;6970570;6970894;6970894;6970894;6971127;6971127;6971127;6972252;6972137;6972137;6973103;6973103;6973405;6973485	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1195	138	109	139	147
ENSMUSG00000047656	19;19;19;19;19;19;19;19;19;19;19;19;19	6973499;6973540;6974064;6974064;6975301;6975560;6975560;6975877;6975877;6976026;6976026;6976260;6976260	6973892;6973892;6974145;6974145;6975470;6975734;6975734;6975933;6975933;6976136;6976136;6976414;6976412	+;+;+;+;+;+;+;+;+;+;+;+;+	1144	110	164	144	212
ENSMUSG00000024965	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6976326;6976339;6976347;6977007;6977007;6977007;6979125;6979125;6979125;6979581;6979938;6979938;6979948;6980190;6980190;6980190;6980399;6980399;6980537;6980537;6980537;6980836;6980836;6980836;6981048;6991216;6991216;6991216;6991428;6991428;6991428;6991696;6991696;6991696;6991696;6991985;6991985;6991985;6993767;6996034;6996034;6996034;6996034;6996646;6996646;6996646;6996646	6976888;6976888;6976888;6977148;6977148;6977148;6979820;6979820;6979249;6979820;6980044;6980044;6980044;6980448;6980314;6980314;6980448;6980448;6980671;6980671;6980671;6980943;6980943;6980943;6981124;6991318;6991318;6991318;6991596;6991596;6991596;6991815;6991815;6991815;6991815;6992218;6992218;6992218;6996713;6996207;6996207;6996207;6996207;6996730;6996767;6996798;6996837	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5784	221	168	72	122
ENSMUSG00000024966	19;19;19;19;19;19;19;19;19;19;19;19;19;19	6998070;6999018;6999395;6999640;7002683;7003660;7005996;7006270;7006476;7009849;7011531;7012015;7012864;7017248	6998539;6999190;6999498;6999676;7002807;7003756;7006116;7006372;7006602;7010017;7011672;7012156;7013073;7017335	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2108	2110	2621	2308	3547
ENSMUSG00002075372	19	6613810	6613935	+	126	7	8	3	11
ENSMUSG00000118062	19;19;19;19	6619110;6622164;6622881;6625279	6619182;6622368;6622977;6625392	-;-;-;-	489	0	0	0	0
ENSMUSG00000084221	19	6642632	6643266	-	635	355	346	445	429
ENSMUSG00000084825	19;19	6667701;6724301	6668293;6724578	-;-	871	0	0	0	0
ENSMUSG00000085285	19;19;19	6695717;6696345;6696624	6695754;6696496;6697202	+;+;+	769	0	0	0	0
ENSMUSG00000118668	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6806578;6807683;6807955;6808359;6808642;6809136;6809319;6809624;6812469;6814695;6814948;6814978;6815124;6815124;6815423;6815423;6816620;6816620;6816699;6816828;6816828;6816867;6816915;6817277;6817533;6817702;6817702;6817748;6817748;6817861;6817861;6817861;6817861	6807507;6807846;6808114;6808553;6808815;6809229;6809452;6809752;6812633;6814845;6815051;6815051;6815204;6815204;6815530;6815530;6816953;6816735;6816735;6817046;6817046;6817046;6817046;6817369;6817773;6817773;6817773;6817960;6817773;6817980;6817945;6817984;6818004	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3581	479	729	499	789
ENSMUSG00000039652	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	36998691;36998697;36999279;36999279;37000370;37001335;37002039;37021922;37021922;37021922;37021922;37021922;37021922;37021922;37031462;37031660;37031660;37031660;37031660;37031660;37031660;37031660;37045573;37045573;37045573;37045573;37045573;37045573;37045573;37045573;37064938;37064938;37064938;37064938;37064938;37064938;37064938;37064938;37065820;37065820;37065820;37065820;37065820;37065820;37065820;37065820;37083191;37083191;37083191;37083191;37083191;37103732;37103732;37103732;37103732;37103732;37103732;37103732;37103732;37116462;37116462;37116462;37116462;37116462;37116531;37116531;37116531;37151367;37151367;37151367;37151367;37151367;37151367;37151367;37151367;37151837;37151993;37152023;37152088;37152465;37152613;37152936;37153293;37155308;37175388;37184632;37184632;37184694;37184694;37184694;37185813	37002487;37002487;37002487;37002487;37002487;37002487;37002487;37022103;37022103;37022103;37022103;37022103;37022103;37022103;37031774;37031774;37031774;37031774;37031774;37031774;37031774;37031774;37045691;37045691;37045691;37045691;37045691;37045691;37045691;37045691;37065027;37065027;37065027;37065027;37065027;37065027;37065027;37065027;37065987;37065987;37065987;37065987;37065960;37065987;37065987;37065987;37083214;37083214;37083214;37083214;37083214;37103788;37103788;37103788;37103788;37103788;37103788;37103788;37103788;37116621;37116621;37116621;37116621;37116621;37116621;37116621;37116621;37152385;37152385;37152385;37152385;37152385;37152385;37151495;37152385;37152385;37152385;37152385;37152385;37152616;37152726;37153463;37153456;37155417;37175508;37184692;37184872;37184907;37184861;37184861;37186000	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7414	339	670	789	815
ENSMUSG00002075338	19	37126485	37126562	-	78	1	2	9	3
ENSMUSG00000097591	19;19;19	37151243;37153415;37172275	37151433;37153476;37173940	+;+;+	1919	9	10	10	4
ENSMUSG00002075087	19	37156586	37156691	+	106	0	0	0	0
ENSMUSG00000023307	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	37184942;37184967;37184975;37188070;37188070;37188070;37194582;37194582;37194582;37194589;37197702;37197702;37197702;37198038;37198038;37198068;37198789;37198789	37185303;37185303;37185303;37188272;37188272;37188272;37195040;37194712;37194712;37194712;37197885;37197885;37197885;37198475;37198204;37198204;37199376;37199550	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2408	372	434	747	583
ENSMUSG00000089143	19	37210781	37210883	-	103	0	0	0	0
ENSMUSG00000056999	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	37246142;37247829;37248904;37248904;37249554;37249554;37253914;37253914;37255140;37255140;37257983;37257984;37257984;37261520;37261520;37261520;37262605;37262605;37262605;37264512;37264512;37264512;37265497;37265497;37265497;37267443;37268069;37268069;37273282;37273282;37275451;37275451;37279062;37281049;37281293;37281293;37281293;37284733;37287187;37287187;37287187;37289482;37289482;37289482;37290909;37290909;37290909;37291379;37291379;37292233;37292233;37292804;37292804;37295376;37295376;37302547;37302547;37306380;37306380;37307827;37307827;37315208;37339913	37248236;37248236;37248971;37248971;37249626;37249626;37253975;37253975;37255412;37255412;37258151;37258151;37258151;37261631;37261631;37261631;37262696;37262696;37262696;37264632;37264632;37264632;37265607;37265607;37265607;37267587;37268277;37268213;37273364;37273364;37275573;37275573;37281077;37281395;37281395;37281395;37281395;37284791;37287290;37287290;37287290;37289562;37289562;37289562;37291000;37290972;37291000;37291471;37291471;37292395;37292395;37292916;37292916;37295498;37295498;37302716;37302716;37306587;37306587;37308011;37308011;37315251;37340010	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7603	1043	1332	1409	1483
ENSMUSG00000080885	19	37272554	37273195	-	642	4376	4271	5224	4428
ENSMUSG00000012443	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	37364851;37372688;37372990;37373180;37375465;37375759;37378760;37379097;37382133;37386567;37390629;37390653;37391909;37392562;37392562;37395442;37397924;37398174;37398975;37399779;37401569;37404938;37406349;37408707	37365115;37372820;37373087;37373258;37375650;37375883;37378850;37379339;37382228;37386655;37392097;37390740;37392097;37394219;37392769;37395614;37398049;37398332;37399081;37400058;37401791;37405080;37406465;37410307	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7461	27	27	21	38
ENSMUSG00000117988	19	37376855	37377800	+	946	0	1	0	0
ENSMUSG00000118211	19	37401890	37402295	-	406	1225	1043	1354	1079
ENSMUSG00000102353	19	37421357	37423104	-	1748	3	0	0	2
ENSMUSG00002075640	19	37452194	37452299	+	106	0	0	0	0
ENSMUSG00000117800	19;19;19	37453701;37453702;37459699	37460282;37453771;37460275	+;+;+	6582	4	14	18	13
ENSMUSG00000067889	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	4761195;4762412;4768847;4768847;4771107;4774108;4774108;4774108;4774658;4774658;4774658;4775929;4775929;4775929;4776168;4776168;4776610;4779090;4779330;4781302;4781954;4782416;4783682;4784067;4787370;4787839;4789135;4789619;4789881;4791807;4792361;4792361;4794076;4794076;4794494;4795137;4795486;4795808;4796594;4797740;4798087;4798622;4798966;4799430;4799662;4799811;4800049;4800509;4801177;4801529	4761672;4762489;4769025;4769025;4771560;4774259;4774259;4774259;4774831;4774831;4774831;4775971;4776020;4776020;4776248;4776248;4776725;4779202;4779517;4781419;4782112;4782718;4783835;4784937;4787507;4788595;4789337;4789709;4790027;4791871;4792624;4792624;4794106;4794300;4794583;4795397;4795616;4796012;4796968;4797984;4798225;4798706;4799162;4799572;4799737;4799861;4800269;4800682;4801219;4802388	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8896	2153	8201	5159	11956
ENSMUSG00000033760	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	4806525;4806538;4806538;4806571;4806592;4806593;4806599;4806609;4806933;4807274;4807274;4807274;4807274;4807274;4807274;4807274;4807274;4807274;4810041;4810041;4810045;4811424;4812005;4812005;4812005;4812005;4812005;4812005;4812005;4814378;4815372;4815372;4815372;4815372	4806689;4806689;4806689;4806689;4806689;4806689;4806689;4806689;4806979;4808147;4807697;4811370;4807697;4807697;4807697;4807697;4807697;4807697;4810729;4810310;4810310;4817093;4812447;4814158;4812675;4812904;4812675;4812675;4812675;4814599;4815968;4815964;4815495;4815964	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9979	238	312	386	397
ENSMUSG00000103651	19	4812131	4815199	-	3069	0	0	0	0
ENSMUSG00000094936	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	4834321;4835181;4835185;4835303;4835335;4837389;4837389;4837965;4840096;4840185;4842426;4842426;4842426;4842426;4842426;4842426;4843700;4843700;4843700;4843700;4843844;4843844;4843855	4835595;4835595;4835595;4835595;4835595;4838070;4838070;4838070;4842848;4840338;4842848;4842848;4842848;4842848;4842848;4842848;4843911;4843879;4843908;4843929;4843928;4843888;4843908	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4940	30	62	60	66
ENSMUSG00000035818	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	56450072;56450072;56450088;56450091;56452984;56452984;56452984;56452984;56459172;56459172;56459172;56459172;56459369;56459369;56459369;56459369;56460130;56460133;56460133;56460133;56461621;56461621;56461621;56461621;56462570;56462573;56462573;56462573;56465586;56465586;56465586;56465586;56466855;56466855;56466855;56466855;56467333;56468119;56468234;56468234;56468234;56468234;56469459;56469459;56471018;56471018;56471018;56471018;56474101;56474101;56474101;56474101	56450129;56450129;56450129;56450129;56453029;56453029;56453029;56453029;56459260;56459260;56459260;56459260;56459475;56459475;56459475;56459475;56460264;56460264;56460264;56460264;56461696;56461696;56461696;56461696;56462686;56462686;56462686;56462686;56465720;56465720;56465720;56465720;56466970;56466921;56466970;56466970;56467419;56469560;56469560;56468296;56468440;56468440;56469560;56469560;56471153;56471153;56471153;56471153;56475184;56475184;56475157;56475157	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3628	6	5	3	10
